folder,ticker,date,sentence_idx,text,stock_return,label
20150226_ANSS,ANSS,2015-02-26,16,"But I think also, as people start branching into multi-physics, you might think historically fluids and structures, even though they are both mechanical engineering disciplines that every mechanical engineer learned in school, the tools and their application historically have been so separate you had to be an expert practitioner in there.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,17,"And because of that, the different tools kind of posed problems in different ways, spoke in different languages.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,18,"And we want to get to that point where a person with good engineering judgment overall isn't wrestling with the nuances of the linguistics of the program, so they can get those working together.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,19,"So first of all, we solve the interactivity from the data standpoint, meaning we can solve the problems, now we want to bring that in where the bar gets lowered to a good engineer being able to get access to it.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,20,And that's what I meant about the multistep journey that will be on that.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,21,"Just like we are in a multistep journey on Workbench, even though we've been able to harvest some nice success out of that over the next few years.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,22,"Again, token, that's one way of approaching a flexibility issue and things like that.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,23,"But, really, what we looked at is -- and that's really where we engage with major customers, we get a concept of what they want to do.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,24,"But what we try to do is make access to that software, we elevate it out of the individual transaction level because they've already made a commitment to us, we've already made a commitment to them.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,25,"And it provides the flexibility to actually bring in the things -- sometimes it's very difficult at the very beginning to say, I'm going to need exactly this capability at this particular time, and you try to overprogramatize it.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,26,"But with this one, we can look at the number of users and type of jobs they're trying to do, the things that they are trying to solve from a business standpoint.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,27,"And it allows you to do the things we couldn't do for our 45,000 customers on a standard pricelist, but when you can actually engage with somebody and get that economy, it allows us to work together.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,28,"I think, also, and it is interesting, adjunct of these kind of enterprise agreements we have, and you saw reference of that with an announcement we had made a year ago in terms of this is -- the way they sometimes will actually collaborate with those customers to be prepared to jointly tackle the next generation of problems that are going to be addressed by simulation.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,29,So it is actually more than just a transactional purchase thing.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,30,It's really more of a holistic technology implementation trajectory that we try to build on there.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,31,"It is really an invigorating one, because it's really around how you solve new classes of problems as opposed to how do you get over a certain kind of purchase hurdle.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,32,"And we are starting to see more and more of these, that's what factors into some of the things we talked about the last couple of calls in terms of time-based licenses that it tends to maybe slightly deflate in the early period but it builds over the long period.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,33,I think we've even see that in these early stages.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,34,But we just see increasing interest in those type of a relationship.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,35,"It really is one of those things, I think it's a very significant point, because it shows -- it basically shows a, if you will, getting to a certain level of maturity and jumping the hurdle in terms of these options simulation on a broader base.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,36,"And that's why, if you look at the headlines, the word solely was inserted in there, so that the only significant modification we've made from when we guided back in November is roughly 3% to 4% related to currency for the full year.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,37,"However, at the same time, we hadn't guided on Q1, this deal has been in the works, and we have been working with this particular customer similar to we worked with Cummins on a deal that makes sense for them, their usage pattern, trying to proliferate more technology across this organization.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,38,"And as a result, the treatment under GAAP for this deal is going to be spread.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,39,"So for 2015 it will be spread over the full year as opposed to in the past when we booked a deal with this particular customer that tended to be a couple of million dollars of paid-up revenue, won't be there, but we will take the long-term gain for what people might perceive as short-term pain.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,40,"Sorry, I thought that was the question.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,41,"The first thing, it really wasn't that there were new initiatives, but the increased bandwidth in our sales allowed us to address those more completely.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,42,"And in general, if you look at that, I think a couple of things we talked about was, as opposed to having, if you will, more of a geography-based or a geography-skewed sales force, it is now pretty much partitioned between there's that element, but there's also major account focus by the number of reps.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,43,And that then increased quite a lot because there's more of a consultative aspect and a focus requirement that's required to drive that forward.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,44,"To answer your question, there is typically seasonality patterns in these.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,45,"However, the number that I talked about is greater in terms of the number of customers of those large orders.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,46,"And, secondarily, as I mentioned, the average value of those orders was 14%, actually probably even a little bit above 14% increase in average order size, so it is not just the like clockwork, here's the season that comes in and goes forward.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,47,"Now with regard to -- I guess the final thing was with regards to, we've already talked quite a bit about the direct sales force expansion.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,48,"But I will say that, if you recall, we also mentioned in previous calls about the things that we are doing because the channel is still a very strong part of that.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,49,And we've actually put constructs in place to do that.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,50,"In fact, there are even some things we are working on in terms of collaboration with them where we can jointly do things under an ANSYS aegis, but it's really primarily focused at driving the channel business.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,51,The bottom line is those are both obviously going to be key parts of our go-forward strategy.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,52,And we want to make sure that our historical channel was actually in the same boat going in the same direction we were.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,53,We talked the last couple of calls where the results were a little bit depressed.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,54,Initially sometimes that happens when there's that changing of the guard.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,55,"But I will say that once we got through that, once we were able to go through a broader-based sales training and introduction of what this technology means, as well as customers realizing this wasn't kind of like a cute little third-party addition into our suite, but it was a key part of what we have going forward, it became something -- and quite frankly, the interest level in the pipeline is actually pretty strong right now.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,56,"So we look toward getting back on the glide path or the takeoff trajectory that we had envisioned for this, albeit maybe a few months slower, but the reception has been really strong.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,57,So I think we're headed in a really good direction on this.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,58,"First of all, it is a small number of actually enacted ones; it is an increasing number of people who are interested in engaging along those standpoints.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,59,"The one thing before I turn it over to <UNK>, the one thing that I said is, we know that this is a definite trend.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,60,How quickly or how completely it enters the equation is still a question.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,61,"It will be significant, but is it 100% or 30%.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,62,Either of those numbers would be very significant.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,63,"We don't really know that, but there is no doubt that the trend and all the winds are blowing in that particular direction, which means, of course, we've had to try to make different assumptions on modeling that.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,64,"But if you recall, for years we have been saying, Hey, we've been talking about a strong lease base, a strong license base and basically saying that we really don't care.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,65,What we're trying to do is providing multiple opportunities and just not create acquisition purchasing hurdles to adopting the technology.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,66,"So we continue to do that, but the receptivity and the interest seems to be shifting toward more of that.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,67,"And as this technology gets a little bit more pervasive, however it gets manifested in things like the cloud and large-scale networks long-term, that all could shift and affect it too.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,68,"But it is -- definitely it's a trend line, but you said you wanted to turn part of that question to <UNK>, so I'll give her a swing.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,69,So just a couple of comments to add on to <UNK>'s point.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,70,What you basically will see is probably over time an uptick in the percentage of recurring revenue.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,71,"And obviously, in whatever quarter that we booked those deals, you will see an uptick in deferred revenue and backlog.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,72,"So just like I commented relative to the Q1 outlook, there is the potential for perhaps some slight decreases in short-term revenue growth, but these are really, really good for building our long-term relationships and our long-term growth.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,73,"And the other thing I will say is, as <UNK> pointed out, this is kind of, I would say, an evolution for some of our traditional larger customers.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,74,"We obviously -- the TBL has been part of the Apache model since that business started, and since we acquired it.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,75,"But there are still some parts of the world that larger deals, perpetual is the model they preferred in places like China, and India, and Korea.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,76,"So what we want to do is remain as we always has been, flexible to the needs of our customers to enable them to acquire the software under whatever model makes sense for them.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,77,We are not going to force them into time-based licenses if perpetual is the model they prefer.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,78,"The one thing is, keep in mind, there's a lot of different factors here.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,79,"There's currency, but you look at long-term, multiyear kind of issues coming in, so there are definitely currencies, there's issues between, and I don't know if we want to get into this, but the billed versus unbilled.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,80,"But one of the main things is that if you've got -- we've talked in the past about if you've got a multiyear deal, maybe a four-year deal, and it showed as a $40 million last year.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,81,"The fact that it didn't renew this year may show one set of calculations as being down, but it is not at all indicative of a decreased book of business.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,82,It basically is really strong stuff.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,83,"It's just that when you do these multiyear things, those cycles are going to go in and out.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,84,"Actually with this trend going on, we look at a number of things to try to look at an annualized value of those going forward.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,85,"And obviously taking out some of the currency, making sure --there's also things when you do bookings, some might be for periods out in the future as opposed to the current period and trying to line up all of that.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,86,It is a very complex kind of equation.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,87,"But you could get really caught off guard if you just try to assume that it is an apples to apples comparison without any -- maybe, <UNK>, if you've got a concept on that.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,88,"<UNK>, the one thing, as <UNK> pointed out, we would really encourage people to focus on full-year results as opposed to any given quarter because as these deals become larger, the quarters can become skewed.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,89,"The reality, if you take a look at at least how we calculate bookings growth and factor in the impact of FX for the full year on deferred revenue from 2014, we've got roughly 11% bookings growth.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,90,"So that is what we are really focused on is that double-digit bookings growth that we, at least for 2015, envision will translate at the high-end into double digit non-GAAP revenue growth.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,91,"Remember when I was talking about the comparative growth, I think it was 12% North America, 9% Europe and 15% for Asia Pacific, that's not the only aspect of that.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,92,"But we talked about things both at the country level, at our major markets, as well as the transition of the overall leadership, in addition to propagating some of the best practices that we had in other parts of the world going forward.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,93,"I think as you go forward, you look at all of that going forward.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,94,And I think the other thing that's very significant is part of that also were changes that we did.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,95,"We talked about them being leadership, structural and operational changes in Japan.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,96,"And if you look at that going forward, and that even involves the way that we worked with our partners.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,97,"And when you look at that continuing on, we talked about that in past years we've been a little bit disappointed with our number two market, which was Japan.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,98,And they were in solid double-digits; the rest of Asia was growing in the mid-to upper-teens kind of level.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,99,So it is a pretty consistent kind of basis going forward.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,100,"And when I talked about some of the investments we made in 2014 that we felt positioned as well, this is not the only one, but is one significant one that we are on record talking about throughout last year.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,101,And so our prospects for that are very good.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,102,"I mean, again there's always going to be local economic and macro and currency, but that's part of everyday life.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,103,"And no matter what it's at, we feel like the team we've got there is markedly more solid than we were, say, this time 12 months ago.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,104,"The bottom line is, we said -- when we were talking about the investments in the last couple of calls, the services aspect was one that we specifically spoke on.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,105,And we were bringing in people that were familiar and capable of driving service as a business.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,106,And that is the key role of a couple of these major people.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,107,"Also, services play a major role in the enterprise deals.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,108,"And in general, what we view as services is not what traditionally has been service in our industry but there are things that are made more along implementation and adoption services going forward.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,109,"So it is clearly one of those things that we are going to continue to build going forward, and it's not like it's in one or two major big engagements.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,110,"It's more of a broad-based one, and it actually covers all of our geography.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,111,And it is one that will be a slow gradual buildup.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,112,But it is an important part going forward.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,113,"Wow, trying to figure out -- there's a lot there.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,114,"First of all, we've been talking about systems for a long time.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,115,"And in the form of simulation, we were the ones that were kicking it off.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,116,And to us it was always around basically being able to build a complete virtual prototype.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,117,And this can be the traditional zero and one dimensional kind of approximations.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,118,But we see moving that toward three-dimensional with the help of high-performance computing.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,119,"We see that -- basically if you look at almost all successful product launches of new innovative products, it was because the systems succeeded, and thereby you have to be able to balance a lot of different component interactions.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,120,So it's the ability to conceptualize in the virtual world a complete system.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,121,"And then actually when you've something that works, it allows you to even use that to help describe what the requirements for the components are so you can go through the traditional refinement of that.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,122,"But it is multidimensional; it's multiscale; it's multi- physics and it's really, if you will, creating that complete 3-D virtual prototype in the computer.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,123,What we've defined there really pushes the bounds of technology.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,124,But technology supporting us will allow us to go forward and enable those things.,0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,125,"But that's, again, one of the reasons why we pushed multi-physics early on; why we built a platform for all of these things to work together.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,126,"And the last part which we may need to dig into a little bit more, but that's one reason why engineering knowledge management, in terms of being able to link together the multitude of all these simulations, but also the complex configurations that might compose a system, link those into optimization runs that might say I also want to look at multiple variations and permutations of that.",0.004439771001285143,neutral
20150226_ANSS,ANSS,2015-02-26,127,"But that is basically, in a nutshell, where it all hits.",0.004439771001285143,neutral
20150421_AMGN,AMGN,2015-04-21,0,"Thanks for your question, <UNK>.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,1,"We are focused on having this matter reviewed on the merits, and as you point out, we are fortunate that it looks like we are going to be able to do that early in the new year.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,2,So we will look forward to again this being reviewed in its entirety.,0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,3,"And as you know and as we have said before, we feel we have a very strong intellectual property patent estate on this product.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,4,"And we demonstrated in the past our determination to assert our IP rights and defend them, and that's what we look forward to doing for this product early next year.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,5,"Yes, so first of all in Q1 as we said, we are really encouraged by the performance in the business, which was obviously a combination of solid topline growth, as well as the fact that we had very good expense management in the quarter.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,6,"If you frame that as to how that evolves through the year then, what I would say is a couple things.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,7,One is we had indicated previously that we expect this year our transformation to deliver about $400 million of incremental savings.,0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,8,"And certainly we saw a share of -- a proportionate share of that already land here in Q1, and those savings will continue pretty steadily through the year.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,9,The second dynamic on cost then is around the cost trends.,0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,10,"In particular if I look at SG&A and the sales and marketing area as well as R&D, we do expect to see rising costs, which is a combination of the fact that we inevitably -- normally for the business, the first quarter is the low point for expenses overall for the year.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,11,"But I think importantly for us right now, we do have these launches that are coming up, we do expect to underwrite those launches significantly with this transformation savings, and we do expect the trend of spending to increase through the year.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,12,So I think you have basically framed it correctly as now we are thinking about this evolving in the year.,0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,13,"<UNK>, not to miss the opportunity to talk about the long-term, as I said and as <UNK> said in his remarks, we feel we are clearly making progress towards our long-term objectives, including that margin objective.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,14,"Brian, let's take the next question.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,15,"<UNK>, based on our understanding of the legislation, based on the progress we're making in developing adalimumab, we still expect we will be in position in to launch that in 2017.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,16,"And of course with respect to the Sandoz matter, we are expecting that that will be heard in the appeal courts later in the year.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,17,"<UNK>, do you want to add anything.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,18,"It was a little bit hard to hear your question, but I think you were asking about Corlanor and Repatha.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,19,"We are excited as we have said to get launched in the cardiovascular field with Corlanor, and we think again an innovative medicine that will require some work to educate the cardiologists about the appropriate use of this medicine with heart failure patients, but we are excited about that.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,20,And we are excited also about the innovative biology behind Repatha and the opportunity for that medicine to make a big difference for patients who are at risk of heart attack and stroke.,0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,21,So our focus is on those two medicines right now.,0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,22,"To the extent that we have other opportunities to advance innovative biology with big effects in cardiovascular disease, we will look carefully at those.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,23,"And as you know, we have one such medicine that is in late stage of development, now which is our omecamtiv mecarbil program which <UNK> referred to in our earlier remarks.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,24,"And those constitute three pretty exciting innovative opportunities for us right now, and if we find opportunities to build on those, we will look at them carefully.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,25,Why don't we break that into two parts.,0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,26,<UNK> will talk about the Humira question first.,0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,27,"In terms of the cost savings, what I would first say is that if you look at the savings we expect this year as well as through the whole program, as we have said before, those are savings that are being accrued across all of the areas of cost.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,28,So it's not concentrated in one versus the other.,0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,29,"Secondly, if you look at the particular pattern of savings in the first quarter, what you can observe as I mentioned is that -- and as we have talked before, we are investing freeing up flexibility to invest in our launch portfolio.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,30,So you can expect that a substantial share of what we save in SG&A will be reinvested toward the launches.,0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,31,"And then I think the third thing I would comment as to R&D, that was a combination in the quarter of R&D tends to be rather lumpy in terms of the spend.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,32,"So you saw a combination of savings that we are getting from our transformation in the quarter, as well as some of the inevitable lumpiness that occurs from quarter to quarter in that area.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,33,"I think bottom line is that we expect going forward through the year to see rising costs, which you typically see in the pattern through the year, but see it a little more accentuated as a combination of rising cost with launch activities, as well as in the case of R&D, we still are continuing to invest in clinical trials.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,34,And we will see some increases there.,0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,35,"And then as to -- if I may, one final comment -- R versus D, as we have talked before, we have done work to look at all the processes across all of our business activities, and so we are seeing efficiencies in both of those areas broadly.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,36,"Brian, why don't we take one last question as we are getting to the top of the hour.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,37,"<UNK>, thanks for your question.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,38,"As you point out, things are going very well for Kyprolis, and we are excited about the data that we have in hand, as well as the data we may generate.",0.00379912145291518,neutral
20150421_AMGN,AMGN,2015-04-21,39,"<UNK> and his team will be around if there are questions you didn't have a chance to ask on the call, and we look forward to connecting with you on the next quarterly call.",0.00379912145291518,neutral
20150423_MSFT,MSFT,2015-04-23,0,"First of all, I don't think of the comparison between Azure and AWS is the true north for me.",0.1045223811723755,positive
20150423_MSFT,MSFT,2015-04-23,1,"I think about the Microsoft cloud, because even the way we do capital, the way we measure utilization, is all with the complete unit, which is, of course, all of Office 365 runs on Azure.",0.1045223811723755,positive
20150423_MSFT,MSFT,2015-04-23,2,"Azure AD powers all of our cloud, so it's really its entirety that we think of as our unique value.",0.1045223811723755,positive
20150423_MSFT,MSFT,2015-04-23,3,"That means we have SaaS, which is a huge component between 365 and dynamics, PaaS which is a huge component of Azure itself.",0.1045223811723755,positive
20150423_MSFT,MSFT,2015-04-23,4,We see many customers who use our PaaS services and even AWS.,0.1045223811723755,positive
20150423_MSFT,MSFT,2015-04-23,5,"For example, you can in fact do a single sign-on using EMS and Azure AD in Azure and use your resources on AWS.",0.1045223811723755,positive
20150423_MSFT,MSFT,2015-04-23,6,"Then, of course, we have our IaaS business.",0.1045223811723755,positive
20150423_MSFT,MSFT,2015-04-23,7,Then it is reflected even in our margins.,0.1045223811723755,positive
20150423_MSFT,MSFT,2015-04-23,8,"We look at the cloud margins, they will have revenue quality which is very different that is a combination of PaaS, IaaS, and SaaS, and that's how we want to make sure we make progress, because that is where both product value which is unique to us, and also the quality of revenue that is unique to us.",0.1045223811723755,positive
20150423_MSFT,MSFT,2015-04-23,9,But one other thing -- my worldview is not that all compute storage networks just go to one place.,0.1045223811723755,positive
20150423_MSFT,MSFT,2015-04-23,10,"That's why I think about servers as the edge of the cloud and as I said there's a huge software asset in there, which is becoming increasingly competitive.",0.1045223811723755,positive
20150423_MSFT,MSFT,2015-04-23,11,"Of course, we don't count that in our run rate, when we talk about the $6 billion-plus run rate, that's pure public cloud number and that's fantastic to see and we want to measure it that way.",0.1045223811723755,positive
